2017-07-28 08:45:08	posi_tive_sp_	今日 行なう 善行 ある すぐ 実行 する 決して 明日 延ばす ジョフリー・チョーサー
2017-07-28 08:30:09	posi_tive_sp_	人生 10 段 変速 自転車   だれ 自分 もつ いる 大半 使う いる
2017-07-28 07:50:11	posi_tive_sp_	僕 耳 世界 一番 笑い 聞く 耳 する
2017-07-28 07:05:11	posi_tive_sp_	言葉 傷つける   ない 伝える
2017-07-28 06:15:10	posi_tive_sp_	ええ 完璧 ゃなくてもちょっとずれとってもええねん !
2017-07-28 05:20:08	posi_tive_sp_	失敗 ない  教訓 !!!」
2017-07-28 04:35:11	posi_tive_sp_	おおげさ  する ええ 今 できる 一番 簡単 シンプル  すぐ やる ! 結局 それ 積み重ね !
2017-07-28 04:20:11	posi_tive_sp_	いい 加減 いい 加減 気楽 気楽
2017-07-28 04:10:09	posi_tive_sp_	不可能 思う  人間 決して 敗北 する デール・カーネギー
2017-07-28 03:00:11	posi_tive_sp_	私 たち 人生 私 たち 費やす 努力 価値 ある モーリアック
2017-07-28 01:20:11	posi_tive_sp_	第三者 評価 気 する 自分 満足 どう 結局 幸せ つながる
2017-07-28 00:30:10	posi_tive_sp_	Think but feel .「 考える  感じ取る  ポジティブ まさに 通り
2017-07-27 22:50:07	posi_tive_sp_	諦める 一度 諦める それ 習慣 なる がんばる ! ベアーズ
2017-07-27 22:25:12	posi_tive_sp_	ほる ほほ ! ほほ ! ほる ほほ ー !!! https :// t . co / CbZgQxquwr
2017-07-27 20:45:09	posi_tive_sp_	ー !!! 今日 楽しめる ー !! 人生 楽しい  いっぱい !
2017-07-27 20:05:10	posi_tive_sp_	You can start with nothing . And out of nothing , and out of no way , a way will be made .- Michael
2017-07-27 16:30:10	posi_tive_sp_	小さい  一つ 一番 重要  ! 成功 結局 毎日 小さい 行動 積み重ね 過ぎる  ! これ 気付く 人 成功 する !
2017-07-27 15:25:14	posi_tive_sp_	何もかも 忘れる 笑う とる こう やる 隣 人 笑う くれる  ! https :// t . co / kNzaekgamP
2017-07-27 14:00:11	posi_tive_sp_	決断 1 秒 決める 下さる 何 する  3 分 かかる 決める いたむ チャンス 神 逃げる しまう
2017-07-27 13:20:07	posi_tive_sp_	あんた あんた  ええ !! それ ええ !
2017-07-27 11:15:11	posi_tive_sp_	人 褒める 人 人 褒める られる
2017-07-27 11:10:11	posi_tive_sp_	大切  自分 過信 する オ メデタい さ 勝手 自分 上限 想像 する 強い さ !
2017-07-27 08:45:11	posi_tive_sp_	とりあえず 楽しい  考える 前向き なる 自分 イメージ する  始める みる どう ?!
2017-07-27 08:30:06	posi_tive_sp_	ぽい ぃぶ マイペース !
2017-07-27 07:50:11	posi_tive_sp_	昨日 今日 今日 明日 明日 明後日 日々 変わる 続ける  大切 パスカル バルボ
2017-07-27 07:05:10	posi_tive_sp_	人 注意 する れる なんとなく むかう くる  ある 相手 言う いる  正しい 思う それ 従う  将来 あなた 確実 いい 結果 返る くる
2017-07-27 06:15:08	posi_tive_sp_	完璧 7 割 程度 ええ ! 大丈夫 やる  完璧 する 寿命 10 年 伸びる  !
2017-07-27 05:20:09	posi_tive_sp_	昨日 今日 今日 明日 明日 明後日 日々 変わる 続ける  大切 パスカル バルボ
2017-07-27 04:35:09	posi_tive_sp_	今日 楽しい  絶対 3 つや ろう 決める ええ !
2017-07-27 04:20:10	posi_tive_sp_	あなた 笑顔 友達 家族 喜び 感じる 人 いる きっと あなた 笑顔 見る 喜び 感じる 人 いる 今 集中 する 必要 ある
2017-07-27 04:10:11	posi_tive_sp_	やる ! ええ !! どんどん どんどん 良い なる 来る とる !!
2017-07-27 03:00:12	posi_tive_sp_	あなた 目 前 10 人 人 いる あなた 10 人 全員 好き なれる ? あなた 目 前 10 人 人 いる 全員 あなた  好き
2017-07-27 01:20:09	posi_tive_sp_	既に 起こる  これから 起こる  結果 どう あれ 必ず 自分  なる いる
2017-07-27 00:30:11	posi_tive_sp_	いっそう 愛する  除く 恋 治療 法 ソロー
2017-07-26 22:50:08	posi_tive_sp_	ぽい ぽい ぽい ぽん ♪ ぽい ぽい ぽい ぽん ♪ ぽい ぽい ぽい ぽん ♪
