2015-06-08 11:42:01	lewyfDanf	I can ' t stand any more
2015-06-08 08:58:58	lewyfDanf	満たす れる いる 気持ち  少し 悪あがき する みる さらに 満たす れる
2015-06-04 13:46:06	lewyfDanf	幸せ 価値 基準 人 それぞれ 大半 人 基準 下回る てる
2015-05-28 23:36:41	lewyfDanf	あなた 死ぬ 勇気 ない
2015-05-25 09:05:49	lewyfDanf	人生 七転八倒 立ち上がる ない
2015-05-24 13:55:38	lewyfDanf	ダメ もと 言葉 嫌い 心 どこ ごく 期待 する いる
2015-05-17 23:02:30	lewyfDanf	他人 比べる  判断 基準 ない
2015-05-13 16:44:10	lewyfDanf	現実 辛い 暗い 夢 ない 心 奥底 現実 期待 する 割り切る  良い
2015-05-13 14:15:22	lewyfDanf	希望 的 観測 淡い 期待 する か細い 一筋 光 苦しみ 生み出す いる
2015-05-13 11:46:13	lewyfDanf	俺
2015-05-13 09:16:08	lewyfDanf	上手い いく   圧倒的 多い ベスト 尽くす  大事 焦る 頑張る
2015-05-13 06:45:49	lewyfDanf	他人 気 する 自分 一 人 集中 できる どんなに 楽 それ 出来る 苦しい さ 日々 戦う
2015-05-01 00:13:06	lewyfDanf	努力 する 上手い 行く 確率 上がる いう もちろん 失敗 する  多い ある
2015-04-30 02:22:11	lewyfDanf	等身 大 自分 VS 虚勢 張る 自分
2015-04-29 23:52:55	lewyfDanf	起動 できる
2015-04-29 21:14:06	lewyfDanf	顔 性格 良い 悪い 自分 合う 合う それ
2015-04-29 16:04:24	lewyfDanf	後悔 する  仕方 結果 論 悔やむ 意味 ない
2015-04-29 13:34:13	lewyfDanf	客観 的 見る 大体  どう いう
2015-04-29 11:06:08	lewyfDanf	殺す 誰
2015-04-28 07:44:28	lewyfDanf	人 相談 する てる  答え 欲しい  自分 考え 認める もらう
2015-04-27 02:43:15	lewyfDanf	駄目 どうせ
2015-04-26 09:42:36	lewyfDanf	できる  列挙 する 考える いる  できる  こんなに 探す 見つかる  死ぬ  早い  思える くる
2015-04-26 07:14:06	lewyfDanf	幸せ ハードル 高い ?
2015-04-26 04:46:14	lewyfDanf	生まれ変わる
2015-04-26 02:16:02	lewyfDanf	メンタル 強い する  簡単  すぐ 出来る 大事  メンタル 弱い 自分 どう 向き合う いく
